transcript_id	cdna_len
ENST00000537628	1340
ENST00000521437	579
ENST00000462990	2730
ENST00000611639	701
ENST00000377447	2513
ENST00000615697	483
ENST00000313871	3204
ENST00000380733	3391
ENST00000391791	979
ENST00000251739	1193
ENST00000264198	2438
ENST00000590246	557
ENST00000636406	100
ENST00000625419	816
ENST00000398542	5176
ENST00000447452	1409
ENST00000273960	3473
ENST00000369093	5072
ENST00000576529	458
ENST00000432365	1564
ENST00000422737	5481
ENST00000397294	551
ENST00000291554	1139
ENST00000394300	2302
ENST00000355220	1864
ENST00000401461	2420
ENST00000320865	1383
ENST00000395445	5917
ENST00000542337	558
ENST00000464029	1017
ENST00000532844	6012
ENST00000400331	9159
ENST00000634418	15078
ENST00000511392	554
ENST00000440549	1657
ENST00000463019	594
ENST00000419884	888
ENST00000437723	750
ENST00000453485	652
ENST00000320356	2639
ENST00000614449	2931
ENST00000509341	572
ENST00000537971	4284
ENST00000412480	579
ENST00000334268	4770
ENST00000638048	2386
ENST00000444443	584
ENST00000622721	2553
ENST00000507237	903
ENST00000629042	3054
ENST00000457928	4101
ENST00000612188	776
ENST00000621876	1196
ENST00000637375	1824
ENST00000521639	539
ENST00000586963	570
ENST00000358927	1763
ENST00000482949	714
ENST00000527051	588
ENST00000476760	902
ENST00000370131	1521
ENST00000517513	964
ENST00000358691	13810
ENST00000314367	1771
ENST00000626705	1341
ENST00000247933	2163
ENST00000427464	281
ENST00000425932	1528
ENST00000553489	795
ENST00000488198	1009
ENST00000379132	2576
ENST00000606523	551
ENST00000223369	2696
ENST00000620103	1811
ENST00000618468	2431
ENST00000546034	2509
ENST00000634610	769
ENST00000381879	5487
ENST00000570475	3500
ENST00000518068	2744
ENST00000601189	335
ENST00000383598	2330
ENST00000543919	1560
ENST00000485070	1574
ENST00000409788	1626
ENST00000446349	8630
ENST00000441692	4364
ENST00000434299	840
ENST00000525906	429
ENST00000362034	683
ENST00000530221	534
ENST00000601187	559
ENST00000634258	11045
ENST00000252457	2034
ENST00000380378	1065
ENST00000292035	1431
ENST00000569827	908
ENST00000479740	529
ENST00000411985	688
ENST00000377069	5224
ENST00000360453	3004
ENST00000562039	260
ENST00000560861	850
ENST00000392415	1347
ENST00000464596	989
ENST00000514055	559
ENST00000299667	2799
ENST00000523127	735
ENST00000534000	2356
ENST00000424139	737
ENST00000440832	1169
ENST00000317676	216
ENST00000371817	8471
ENST00000611903	4647
ENST00000590277	581
ENST00000394795	2297
ENST00000598108	1118
ENST00000362026	2300
ENST00000611582	5759
ENST00000587734	312
ENST00000340370	6731
ENST00000378132	2626
ENST00000535401	1867
ENST00000280571	6141
ENST00000527049	610
ENST00000417662	429
ENST00000471182	3106
ENST00000580716	567
ENST00000557702	778
ENST00000318387	1456
ENST00000442011	2804
ENST00000593021	1135
ENST00000526877	713
ENST00000271234	4212
ENST00000233627	1039
ENST00000535420	3777
ENST00000586420	579
ENST00000613924	2285
ENST00000548163	2317
ENST00000370651	5088
ENST00000569295	930
ENST00000253144	5042
ENST00000505164	1514
ENST00000531300	577
ENST00000524418	825
ENST00000438628	559
ENST00000450574	2516
ENST00000428466	435
ENST00000529824	5262
ENST00000297615	3053
ENST00000415585	2074
ENST00000511681	1593
ENST00000469730	265
ENST00000246646	2337
ENST00000448525	4151
ENST00000368737	518
ENST00000299300	2041
ENST00000467332	556
ENST00000380237	913
ENST00000261275	4705
ENST00000409022	993
ENST00000224652	4930
ENST00000371239	2436
ENST00000426197	1049
ENST00000357085	9413
ENST00000506154	6751
ENST00000611073	2864
ENST00000420265	1165
ENST00000356638	3608
ENST00000301904	3510
ENST00000329043	3723
ENST00000379126	496
ENST00000435161	565
ENST00000421025	1567
ENST00000435381	812
ENST00000222725	2377
ENST00000422105	811
ENST00000304298	1335
ENST00000340941	3665
ENST00000627238	510
ENST00000313669	3033
ENST00000402538	4738
ENST00000437051	1187
ENST00000405941	654
ENST00000618411	2893
ENST00000570466	1196
ENST00000409275	835
ENST00000452739	1044
ENST00000532548	644
ENST00000418323	315
ENST00000317447	3664
ENST00000550722	15450
ENST00000453664	4719
ENST00000637977	2167
ENST00000587374	480
ENST00000539744	1729
ENST00000337990	2363
ENST00000453908	2408
ENST00000522510	1528
ENST00000369807	2110
ENST00000409239	776
ENST00000530069	2480
ENST00000369172	872
ENST00000409336	944
ENST00000348405	4012
ENST00000578356	649
ENST00000358387	3548
ENST00000316436	1494
ENST00000296603	8185
ENST00000272369	4291
ENST00000488969	506
ENST00000327809	1796
ENST00000418842	1289
ENST00000557796	2666
ENST00000256398	3452
ENST00000227214	2016
ENST00000495931	814
ENST00000461628	582
ENST00000368048	1098
ENST00000371122	4099
ENST00000568343	856
ENST00000490067	1780
ENST00000321341	9415
ENST00000374176	5628
ENST00000379883	4353
ENST00000535997	2295
ENST00000460189	767
ENST00000431110	833
ENST00000640132	4278
ENST00000530965	293
ENST00000641897	8285
ENST00000515560	3183
ENST00000311015	2442
ENST00000618219	3210
ENST00000388914	3663
ENST00000237853	6046
ENST00000340058	4149
ENST00000355699	4442
ENST00000563186	444
ENST00000547660	601
ENST00000366875	2054
ENST00000432298	1956
ENST00000375739	5375
ENST00000563594	4450
ENST00000382899	5789
ENST00000636491	1676
ENST00000382839	4710
ENST00000371935	1899
ENST00000605860	2435
ENST00000641407	2387
ENST00000540489	2145
ENST00000463314	964
ENST00000372190	6045
ENST00000373812	2925
ENST00000457623	2782
ENST00000543693	7622
ENST00000355609	537
ENST00000297001	2028
ENST00000458387	1874
ENST00000376351	6959
ENST00000449641	572
ENST00000411653	1792
ENST00000375972	2517
ENST00000619238	477
ENST00000367961	1472
ENST00000396166	2299
ENST00000458644	2215
ENST00000399147	1194
ENST00000518791	2332
ENST00000399494	1282
ENST00000332345	1235
ENST00000465160	1585
ENST00000534932	525
ENST00000454165	544
ENST00000397368	1260
ENST00000548288	582
ENST00000450748	607
ENST00000443702	732
ENST00000420577	740
ENST00000372198	1736
ENST00000530538	674
ENST00000468463	1815
ENST00000219091	1947
ENST00000549858	397
ENST00000537932	840
ENST00000599658	343
ENST00000354725	3476
ENST00000428648	2866
ENST00000225873	2675
ENST00000413276	3548
ENST00000603563	697
ENST00000340934	4124
ENST00000507515	527
ENST00000522069	625
ENST00000223208	6513
ENST00000394540	1002
ENST00000545882	1902
ENST00000559789	393
ENST00000397581	3318
ENST00000373129	3846
ENST00000414691	2058
ENST00000372556	984
ENST00000519374	1433
ENST00000574564	1401
ENST00000301021	2215
ENST00000532631	570
ENST00000369485	4553
ENST00000481909	2482
ENST00000592285	336
ENST00000507885	896
ENST00000371868	2266
ENST00000558883	1191
ENST00000538399	1766
ENST00000464870	542
ENST00000616559	8165
ENST00000537408	4296
ENST00000503738	984
ENST00000417700	1426
ENST00000330881	1560
ENST00000513122	801
ENST00000354597	942
ENST00000409312	932
ENST00000260505	7976
ENST00000504797	470
ENST00000320548	1949
ENST00000371552	3564
ENST00000217893	1283
ENST00000477627	500
ENST00000614574	1955
ENST00000513209	777
ENST00000421659	563
ENST00000308527	8008
ENST00000344373	2267
ENST00000585619	582
ENST00000311856	2555
ENST00000637797	1073
ENST00000558056	421
ENST00000339728	3385
ENST00000541963	549
ENST00000259873	1532
ENST00000373255	1980
ENST00000420148	783
ENST00000587405	676
ENST00000315915	1078
ENST00000640015	484
ENST00000575591	615
ENST00000380921	1274
ENST00000613194	3439
ENST00000413573	1507
ENST00000381897	4886
ENST00000607535	579
ENST00000283921	2541
ENST00000445704	445
ENST00000523891	576
ENST00000265728	3907
ENST00000456946	1731
ENST00000445229	594
ENST00000257118	3870
ENST00000436544	3543
ENST00000482796	378
ENST00000638225	8941
ENST00000318561	997
ENST00000527737	654
ENST00000594438	401
ENST00000623421	4318
ENST00000604203	680
ENST00000403299	4113
ENST00000443829	3508
ENST00000563241	509
ENST00000515399	985
ENST00000264720	3882
ENST00000524630	6553
ENST00000409769	1192
ENST00000489868	534
ENST00000618686	2237
ENST00000576536	561
ENST00000590832	583
ENST00000641862	2462
ENST00000529611	1986
ENST00000356917	1895
ENST00000617721	1698
ENST00000544402	1990
ENST00000409559	644
ENST00000373741	4242
ENST00000545954	1775
ENST00000563137	4911
ENST00000405334	1533
ENST00000445505	515
ENST00000251547	2903
ENST00000343410	2575
ENST00000354685	3205
ENST00000268933	4071
ENST00000507089	1712
ENST00000510559	568
ENST00000554472	587
ENST00000377022	7936
ENST00000333881	425
ENST00000641094	1476
ENST00000465419	1383
ENST00000438930	540
ENST00000539172	556
ENST00000580488	547
ENST00000409701	1338
ENST00000586787	386
ENST00000420881	7936
ENST00000574340	579
ENST00000297668	5064
ENST00000559336	1515
ENST00000356757	1489
ENST00000593916	548
ENST00000517544	789
ENST00000307808	9390
ENST00000561621	3500
ENST00000562023	547
ENST00000330597	808
ENST00000444834	781
ENST00000409828	1254
ENST00000434744	2213
ENST00000638531	599
ENST00000445120	460
ENST00000523950	954
ENST00000307751	1535
ENST00000368398	729
ENST00000640331	883
ENST00000334497	1982
ENST00000512317	587
ENST00000591889	528
ENST00000360190	5985
ENST00000404158	5776
ENST00000220429	2726
ENST00000417855	601
ENST00000533439	749
ENST00000520407	1955
ENST00000423740	356
ENST00000545328	2734
ENST00000456345	729
ENST00000430892	254
ENST00000309828	1254
ENST00000359979	2066
ENST00000641811	1031
ENST00000395749	4447
ENST00000511332	778
ENST00000452781	681
ENST00000497883	605
ENST00000376707	943
ENST00000488788	2714
ENST00000575403	928
ENST00000427529	325
ENST00000555066	785
ENST00000621805	4894
ENST00000621962	3345
ENST00000376741	3112
ENST00000406424	3194
ENST00000542155	2677
ENST00000496681	522
ENST00000295057	2599
ENST00000309027	2100
ENST00000318507	2879
ENST00000326324	3816
ENST00000308182	5245
ENST00000473120	753
ENST00000505189	764
ENST00000520710	2022
ENST00000369401	2327
ENST00000606082	713
ENST00000636997	1774
ENST00000261211	4157
ENST00000276431	4146
ENST00000456790	712
ENST00000463273	469
ENST00000368747	523
ENST00000560579	4290
ENST00000545168	5362
ENST00000547312	2393
ENST00000482059	569
ENST00000567016	4812
ENST00000403683	1656
ENST00000413778	887
ENST00000376296	3651
ENST00000502374	1034
ENST00000359727	1531
ENST00000323404	1650
ENST00000359637	1454
ENST00000282344	4511
ENST00000357450	4201
ENST00000539282	1811
ENST00000523757	682
ENST00000266509	3365
ENST00000246949	4200
ENST00000557342	408
ENST00000395606	12769
ENST00000366576	5234
ENST00000568278	439
ENST00000526696	948
ENST00000430886	656
ENST00000432829	7452
ENST00000424647	576
ENST00000244815	4370
ENST00000437980	2822
ENST00000398212	3824
ENST00000585632	579
ENST00000622098	2968
ENST00000314529	3291
ENST00000367067	1843
ENST00000341712	3846
ENST00000562923	836
ENST00000503219	551
ENST00000428585	2513
ENST00000575823	851
ENST00000592054	591
ENST00000600897	946
ENST00000585037	605
ENST00000279168	747
ENST00000417171	2230
ENST00000455500	473
ENST00000315170	1372
ENST00000538312	3106
ENST00000393447	2182
ENST00000554371	636
ENST00000375747	4908
ENST00000444948	795
ENST00000426950	1179
ENST00000264028	3845
ENST00000369842	1379
ENST00000577468	701
ENST00000392886	920
ENST00000378827	3601
ENST00000613173	741
ENST00000359744	1125
ENST00000591746	572
ENST00000629667	1016
ENST00000477708	1951
ENST00000441751	415
ENST00000553340	2615
ENST00000411741	600
ENST00000523338	2711
ENST00000614549	2570
ENST00000563234	1416
ENST00000373693	1624
ENST00000320295	2324
ENST00000424544	587
ENST00000231173	4017
ENST00000542224	525
ENST00000540876	2919
ENST00000567045	932
ENST00000566577	484
ENST00000641090	1108
ENST00000547300	582
ENST00000444882	1451
ENST00000416258	2188
ENST00000406208	871
ENST00000525442	538
ENST00000549414	4452
ENST00000374700	5074
ENST00000433492	254
ENST00000574226	1080
ENST00000541174	2470
ENST00000380701	6512
ENST00000519037	547
ENST00000259953	1755
ENST00000240328	3339
ENST00000481668	631
ENST00000262366	4469
ENST00000551524	460
ENST00000360831	1726
ENST00000223500	1477
ENST00000465739	639
ENST00000428287	7722
ENST00000630058	177
ENST00000502486	8765
ENST00000426086	979
ENST00000374675	2153
ENST00000460387	623
ENST00000640429	453
ENST00000416160	3634
ENST00000528619	731
ENST00000513702	1092
ENST00000217270	1155
ENST00000527790	625
ENST00000311765	7146
ENST00000632573	593
ENST00000377148	2482
ENST00000361300	2162
ENST00000356456	726
ENST00000375320	940
ENST00000458591	2359
ENST00000373974	1689
ENST00000290583	3246
ENST00000367053	7469
ENST00000508830	2539
ENST00000559158	793
ENST00000314134	4171
ENST00000436763	512
ENST00000583289	792
ENST00000287546	5047
ENST00000253107	1657
ENST00000580843	582
ENST00000504860	638
ENST00000532846	1055
ENST00000355962	3983
ENST00000502798	11035
ENST00000361368	5581
ENST00000589359	3048
ENST00000636314	442
ENST00000626355	606
ENST00000374473	1074
ENST00000367225	7773
ENST00000462683	6741
ENST00000470691	2608
ENST00000617797	2508
ENST00000379404	1174
ENST00000571530	581
ENST00000400374	1643
ENST00000532256	588
ENST00000524715	551
ENST00000438715	565
ENST00000395499	2496
ENST00000564906	568
ENST00000576483	747
ENST00000558951	543
ENST00000404436	921
ENST00000520282	1001
ENST00000397954	2873
ENST00000406735	1639
ENST00000466387	4349
ENST00000546711	4568
ENST00000422770	579
ENST00000529391	973
ENST00000268893	7483
ENST00000505344	721
ENST00000504813	1549
ENST00000297438	4209
ENST00000383432	4224
ENST00000450639	484
ENST00000380060	8761
ENST00000440794	936
ENST00000569435	694
ENST00000423218	10192
ENST00000598614	1434
ENST00000583448	1971
ENST00000331593	1692
ENST00000596217	3590
ENST00000476829	649
ENST00000367204	3587
ENST00000355947	3383
ENST00000391976	4489
ENST00000253461	953
ENST00000264012	4929
ENST00000536274	3461
ENST00000611228	1550
ENST00000262365	1268
ENST00000458034	814
ENST00000481632	2800
ENST00000400358	6643
ENST00000640506	2682
ENST00000367222	1359
ENST00000560598	724
ENST00000302327	1189
ENST00000360911	4991
ENST00000354679	765
ENST00000336279	4228
ENST00000368358	3718
ENST00000583789	859
ENST00000312629	1733
ENST00000568484	731
ENST00000277415	1014
ENST00000373632	1073
ENST00000274031	7365
ENST00000371564	7525
ENST00000302555	3406
ENST00000413565	542
ENST00000513431	555
ENST00000547688	2401
ENST00000553427	715
ENST00000563578	1494
ENST00000534657	589
ENST00000396257	1907
ENST00000314520	2337
ENST00000512227	594
ENST00000450867	268
ENST00000409150	6168
ENST00000418952	573
ENST00000529359	2185
ENST00000464631	2948
ENST00000488083	622
ENST00000539888	6794
ENST00000442720	2266
ENST00000418438	556
ENST00000414921	715
ENST00000523629	7537
ENST00000462542	488
ENST00000368948	2478
ENST00000611507	1785
ENST00000523000	567
ENST00000522333	568
ENST00000607599	3615
ENST00000380272	1628
ENST00000428960	762
ENST00000368603	1557
ENST00000507943	1128
ENST00000329366	835
ENST00000507438	860
ENST00000477237	686
ENST00000382432	2405
ENST00000559099	558
ENST00000389120	3940
ENST00000341385	572
ENST00000394821	2160
ENST00000308783	3666
ENST00000409900	2447
ENST00000530798	710
ENST00000528950	4102
ENST00000433561	444
ENST00000592952	428
ENST00000366474	1110
ENST00000450456	916
ENST00000449966	825
ENST00000641224	1033
ENST00000265741	4953
ENST00000264345	4764
ENST00000394089	2024
ENST00000553414	3544
ENST00000542890	634
ENST00000558440	886
ENST00000485352	503
ENST00000453771	1892
ENST00000242317	2504
ENST00000272454	2907
ENST00000532012	543
ENST00000481584	581
ENST00000514470	663
ENST00000514044	2504
ENST00000563958	614
ENST00000496856	2033
ENST00000529559	1593
ENST00000438375	4214
ENST00000529399	559
ENST00000421914	776
ENST00000611932	2833
ENST00000607000	2284
ENST00000396148	2086
ENST00000508022	424
ENST00000583457	404
ENST00000512320	567
ENST00000446488	5093
ENST00000531321	945
ENST00000587519	487
ENST00000434982	1518
ENST00000373243	3683
ENST00000439605	578
ENST00000513910	536
ENST00000409433	2246
ENST00000476228	1783
ENST00000333493	2728
ENST00000336092	1750
ENST00000413196	1283
ENST00000626051	252
ENST00000409010	1355
ENST00000397370	612
ENST00000606530	569
ENST00000558759	653
ENST00000506979	691
ENST00000547525	4481
ENST00000513960	3973
ENST00000340026	2785
ENST00000324000	11833
ENST00000514387	3310
ENST00000404867	8903
ENST00000498502	5258
ENST00000448083	1427
ENST00000531170	563
ENST00000541467	2959
ENST00000463577	2211
ENST00000542440	8185
ENST00000535496	1328
ENST00000368088	4170
ENST00000447280	1716
ENST00000542434	2390
ENST00000272167	1660
ENST00000376752	5756
ENST00000330675	2780
ENST00000437495	2243
ENST00000389019	2340
ENST00000407106	2152
ENST00000539589	2009
ENST00000521473	601
ENST00000515768	1098
ENST00000453081	722
ENST00000429258	646
ENST00000342878	431
ENST00000625457	333
ENST00000265990	7250
ENST00000262640	2496
ENST00000298223	1138
ENST00000596559	628
ENST00000586342	635
ENST00000400895	786
ENST00000494547	2402
ENST00000562664	941
ENST00000396091	2419
ENST00000620605	823
ENST00000608091	1567
ENST00000316227	1080
ENST00000503455	3206
ENST00000601291	1556
ENST00000624648	696
ENST00000367763	2189
ENST00000498510	1040
ENST00000350339	943
ENST00000402802	2305
ENST00000595763	792
ENST00000576448	1531
ENST00000274140	9569
ENST00000391614	508
ENST00000424585	766
ENST00000619456	1057
ENST00000611991	1019
ENST00000642090	3519
ENST00000347529	2676
ENST00000602855	819
ENST00000341517	3175
ENST00000397712	3071
ENST00000409774	3906
ENST00000629610	2855
ENST00000257868	8657
ENST00000553660	785
ENST00000370951	2385
ENST00000395336	5942
ENST00000455314	642
ENST00000533855	910
ENST00000616557	1725
ENST00000622744	2042
ENST00000391884	3990
ENST00000522124	3504
ENST00000640125	1375
ENST00000560572	1044
ENST00000585060	572
ENST00000444408	561
ENST00000639890	871
ENST00000398219	868
ENST00000381293	612
ENST00000333219	5119
ENST00000244230	2484
ENST00000270747	3029
ENST00000434939	568
ENST00000341360	4658
ENST00000371936	1498
ENST00000435215	798
ENST00000380834	4386
ENST00000374796	9311
ENST00000296446	3318
ENST00000415680	3799
ENST00000408934	1170
ENST00000367182	10073
ENST00000553116	3322
ENST00000609883	4105
ENST00000613923	3542
ENST00000519315	2168
ENST00000522013	874
ENST00000435660	4776
ENST00000590381	1247
ENST00000554932	405
ENST00000493468	1043
ENST00000576479	4837
ENST00000443674	2870
ENST00000425453	2261
ENST00000370225	7309
ENST00000583225	564
ENST00000517939	2487
ENST00000523096	1778
ENST00000373866	1254
ENST00000264428	3126
ENST00000397983	3396
ENST00000612355	936
ENST00000323206	1973
ENST00000422970	3267
ENST00000418576	1765
ENST00000611619	1468
ENST00000521315	1046
ENST00000449571	612
ENST00000264572	1686
ENST00000372573	5309
ENST00000368297	1679
ENST00000587186	539
ENST00000612742	8132
ENST00000424754	659
ENST00000420906	5109
ENST00000263177	3288
ENST00000585976	3288
ENST00000409789	2073
ENST00000264414	6741
ENST00000544884	6856
ENST00000307378	7682
ENST00000550173	891
ENST00000306698	1531
ENST00000529272	1311
ENST00000266014	1849
ENST00000560682	495
ENST00000368003	1114
ENST00000376143	744
ENST00000589467	479
ENST00000617933	721
ENST00000357836	2123
ENST00000417809	530
ENST00000359947	7727
ENST00000475629	651
ENST00000253812	4771
ENST00000520976	2483
ENST00000332238	2119
ENST00000519333	579
ENST00000582934	546
ENST00000381689	3974
ENST00000338257	4303
ENST00000322241	2191
ENST00000530898	558
ENST00000409270	2243
ENST00000579634	580
ENST00000269582	1253
ENST00000553821	686
ENST00000520526	2482
ENST00000302362	968
ENST00000464910	996
ENST00000448077	3516
ENST00000358043	1750
ENST00000421427	804
ENST00000409613	1156
ENST00000533467	930
ENST00000438661	2953
ENST00000341372	2007
ENST00000331264	1023
ENST00000434421	2773
ENST00000262394	5139
ENST00000372638	1316
ENST00000565314	602
ENST00000414679	3947
ENST00000340828	2458
ENST00000409400	2143
ENST00000391831	2025
ENST00000426016	8517
ENST00000487476	2265
ENST00000638216	3574
ENST00000377954	492
ENST00000413366	8751
ENST00000377560	15759
ENST00000591277	581
ENST00000359365	1923
ENST00000536749	718
ENST00000508657	6981
ENST00000605057	4474
ENST00000524922	352
ENST00000330767	1169
ENST00000493101	1572
ENST00000425863	1657
ENST00000593199	413
ENST00000428284	1595
ENST00000565560	579
ENST00000375978	1319
ENST00000525597	577
ENST00000322110	993
ENST00000436699	1059
ENST00000490486	666
ENST00000264220	3682
ENST00000377047	6467
ENST00000396872	5685
ENST00000358053	3936
ENST00000636419	287
ENST00000452202	539
ENST00000298858	642
ENST00000427241	824
ENST00000348459	3099
ENST00000434103	296
ENST00000570628	5244
ENST00000524451	653
ENST00000302250	2005
ENST00000534859	3438
ENST00000437300	1518
ENST00000465926	1222
ENST00000537304	1685
ENST00000479230	547
ENST00000300540	1531
ENST00000531183	690
ENST00000511374	869
ENST00000391586	704
ENST00000566695	828
ENST00000367903	934
ENST00000409043	3292
ENST00000443575	1942
ENST00000409915	600
ENST00000527431	607
ENST00000559683	545
ENST00000507593	489
ENST00000334398	2832
ENST00000584939	603
ENST00000611883	2179
ENST00000587414	462
ENST00000340624	1311
ENST00000380122	4401
ENST00000611141	2130
ENST00000561221	2297
ENST00000525997	650
ENST00000314557	1798
ENST00000222547	1504
ENST00000635746	1895
ENST00000602023	590
ENST00000392825	5536
ENST00000366855	1417
ENST00000491586	4130
ENST00000357857	1720
ENST00000335430	1805
ENST00000634658	4738
ENST00000593007	811
ENST00000602728	832
ENST00000312316	2391
ENST00000370141	3129
ENST00000356983	2143
ENST00000288350	2416
ENST00000614126	1124
ENST00000568954	8317
ENST00000295440	500
ENST00000555218	1900
ENST00000413073	566
ENST00000520509	3330
ENST00000215742	1213
ENST00000374371	2283
ENST00000392032	873
ENST00000559155	1770
ENST00000528498	2511
ENST00000401096	450
ENST00000429354	1926
ENST00000435451	463
ENST00000502391	802
ENST00000378708	3012
ENST00000373795	2387
ENST00000611444	297
ENST00000633923	509
ENST00000439269	1858
ENST00000446863	557
ENST00000515257	1476
ENST00000502270	678
ENST00000409965	880
ENST00000367004	1827
ENST00000538597	849
ENST00000591179	1943
ENST00000358171	2225
ENST00000472684	562
ENST00000589780	587
ENST00000438295	1370
ENST00000568309	549
ENST00000535926	2634
ENST00000277900	4337
ENST00000524974	8305
ENST00000464848	4299
ENST00000233330	2220
ENST00000597976	491
ENST00000389722	10063
ENST00000373949	2273
ENST00000377153	1273
ENST00000508457	3358
ENST00000440890	5388
ENST00000360463	2047
ENST00000393051	3517
ENST00000443128	5110
ENST00000502403	568
ENST00000622870	3719
ENST00000507907	3756
ENST00000607886	432
ENST00000462666	862
ENST00000457828	4390
ENST00000458134	1797
ENST00000443081	4010
ENST00000395321	1722
ENST00000622503	2557
ENST00000521275	403
ENST00000640762	751
ENST00000272930	2009
ENST00000417955	4988
ENST00000443253	238
ENST00000589714	567
ENST00000380241	3526
ENST00000367446	3081
ENST00000482491	3003
ENST00000547419	640
ENST00000626362	654
ENST00000350021	666
ENST00000231512	2358
ENST00000529886	542
ENST00000546874	315
ENST00000476287	5155
ENST00000440258	595
ENST00000366815	1088
ENST00000398009	1034
ENST00000640034	888
ENST00000382451	2722
ENST00000374446	2037
ENST00000476773	2572
ENST00000379287	8751
ENST00000503297	468
ENST00000276241	1445
ENST00000367946	1152
ENST00000330915	2787
ENST00000526553	571
ENST00000367142	6496
ENST00000533346	580
ENST00000278856	1289
ENST00000611976	5124
ENST00000334979	704
ENST00000381647	5241
ENST00000618810	1502
ENST00000306320	3268
ENST00000545377	6351
ENST00000423467	356
ENST00000553599	591
ENST00000559048	2918
ENST00000436018	318
ENST00000271915	13033
ENST00000426572	2011
ENST00000382251	2292
ENST00000573782	685
ENST00000227520	1893
ENST00000412507	1129
ENST00000238936	2852
ENST00000481299	569
ENST00000548401	433
ENST00000370682	4288
ENST00000485032	1109
ENST00000510998	545
ENST00000361686	6857
ENST00000341290	3035
ENST00000616432	2925
ENST00000414439	2099
ENST00000532455	565
ENST00000397411	1025
ENST00000615414	2236
ENST00000225724	6039
ENST00000392693	9138
ENST00000621032	5592
ENST00000399349	5191
ENST00000311755	1116
ENST00000559835	1446
ENST00000269205	1319
ENST00000535354	283
ENST00000530611	2740
ENST00000379446	4536
ENST00000557621	759
ENST00000545418	360
ENST00000275216	1020
ENST00000261173	6777
ENST00000432031	1344
ENST00000449323	422
ENST00000518335	1703
ENST00000449078	473
ENST00000220325	6416
ENST00000337221	1910
ENST00000617690	4758
ENST00000397821	4731
ENST00000334029	1985
ENST00000597036	1445
ENST00000508659	681
