transcript_id	cdna_len
ENST00000379265	705
ENST00000486728	727
ENST00000379236	1068
ENST00000497869	1707
ENST00000453580	393
ENST00000360001	1956
ENST00000263741	2079
ENST00000465727	2095
ENST00000494748	3516
ENST00000478938	2591
ENST00000403997	728
ENST00000459994	604
ENST00000379198	2777
ENST00000462849	682
ENST00000478606	522
ENST00000330388	1036
ENST00000468365	647
ENST00000486627	639
ENST00000565563	1558
ENST00000450390	2455
ENST00000347370	2387
ENST00000349431	1733
ENST00000400929	1057
ENST00000464036	1256
ENST00000360466	1047
ENST00000400930	1021
ENST00000467339	515
ENST00000473215	1028
ENST00000435198	1056
ENST00000509720	472
ENST00000491779	611
ENST00000466752	886
ENST00000503294	814
ENST00000477894	767
ENST00000471154	336
ENST00000422076	643
ENST00000502382	530
ENST00000461142	837
ENST00000488418	750
ENST00000434139	268
ENST00000453732	389
ENST00000379116	3044
ENST00000379101	2268
ENST00000338555	3475
ENST00000400928	2731
ENST00000470022	645
ENST00000325425	2679
ENST00000467651	204
ENST00000379099	923
ENST00000354700	3896
ENST00000492936	5319
ENST00000467278	2725
ENST00000353662	2280
ENST00000470659	421
ENST00000613751	61
ENST00000379037	492
ENST00000476572	819
ENST00000493992	326
ENST00000472541	1946
ENST00000354980	582
ENST00000478065	2393
ENST00000479108	485
ENST00000438966	265
ENST00000379031	1287
ENST00000470520	769
ENST00000463758	940
ENST00000467712	877
ENST00000493657	1783
ENST00000540437	2629
ENST00000545578	2263
ENST00000618806	1523
ENST00000620829	1862
ENST00000470030	2369
ENST00000435064	2148
ENST00000497304	932
ENST00000323275	2450
ENST00000411962	1832
ENST00000462432	2863
ENST00000419704	1798
ENST00000421495	1868
ENST00000458452	2571
ENST00000478641	3079
ENST00000532772	1618
ENST00000450926	1839
ENST00000527098	2004
ENST00000485710	883
ENST00000461514	913
ENST00000525164	816
ENST00000528879	1524
ENST00000525769	695
ENST00000620702	65
ENST00000531377	816
ENST00000527383	668
ENST00000531292	704
ENST00000467408	639
ENST00000434694	1056
ENST00000531020	548
ENST00000533916	405
ENST00000488042	1134
ENST00000526797	659
ENST00000526332	579
ENST00000430786	849
ENST00000527719	750
ENST00000530031	800
ENST00000526113	591
ENST00000526904	551
ENST00000525603	738
ENST00000444968	386
ENST00000429572	1104
ENST00000498173	1589
ENST00000496353	2428
ENST00000493534	896
ENST00000534345	485
ENST00000532952	773
ENST00000531019	549
ENST00000490853	704
ENST00000498476	554
ENST00000470679	584
ENST00000525285	579
ENST00000530233	595
ENST00000464957	1101
ENST00000343938	2190
ENST00000488011	783
ENST00000339381	3433
ENST00000378888	3239
ENST00000378891	2926
ENST00000610709	2268
ENST00000632445	785
ENST00000631679	778
ENST00000634054	828
ENST00000633096	580
ENST00000616525	59
ENST00000472445	639
ENST00000342753	2231
ENST00000474033	1171
ENST00000309212	2273
ENST00000477278	2728
ENST00000445648	2001
ENST00000473097	975
ENST00000478517	846
ENST00000476718	1001
ENST00000464351	405
ENST00000460473	339
ENST00000338338	1047
ENST00000338370	1072
ENST00000321751	798
ENST00000378853	875
ENST00000489799	695
ENST00000496905	608
ENST00000435351	367
ENST00000480479	2792
ENST00000482621	2059
ENST00000400809	2305
ENST00000463260	1941
ENST00000496007	4452
ENST00000482365	2620
ENST00000408952	1857
ENST00000481223	2815
ENST00000418865	3082
ENST00000505849	1503
ENST00000488340	1598
ENST00000492998	745
ENST00000469113	707
ENST00000480646	614
ENST00000471930	846
ENST00000408918	1186
ENST00000473872	557
ENST00000425598	661
ENST00000463895	385
ENST00000497013	548
ENST00000448629	797
ENST00000444362	1747
ENST00000418833	2196
ENST00000576232	585
ENST00000570344	515
ENST00000447725	1843
ENST00000572242	2228
ENST00000453521	858
ENST00000344843	721
ENST00000487659	1693
ENST00000493287	504
ENST00000492508	588
ENST00000482352	1049
ENST00000582431	293
ENST00000477686	314
ENST00000607307	1523
ENST00000427211	1976
ENST00000520296	1632
ENST00000537107	2190
ENST00000454272	1506
ENST00000442470	876
ENST00000428932	543
ENST00000378821	492
ENST00000430109	510
ENST00000454562	424
ENST00000434150	444
ENST00000417917	634
ENST00000495558	819
ENST00000338660	2147
ENST00000476993	4511
ENST00000471398	458
ENST00000378785	3859
ENST00000475091	525
ENST00000484537	506
ENST00000308647	2448
ENST00000472194	4314
ENST00000378736	414
ENST00000485748	3233
ENST00000474481	3367
ENST00000641974	660
ENST00000641679	227
ENST00000378756	2492
ENST00000378755	2612
ENST00000536055	2332
ENST00000339113	2330
ENST00000439513	403
ENST00000429957	498
ENST00000400830	603
ENST00000378733	718
ENST00000425828	717
ENST00000624426	796
ENST00000291386	1290
ENST00000378726	2238
ENST00000378725	619
ENST00000359060	4176
ENST00000366221	2101
ENST00000621860	400
ENST00000422725	2085
ENST00000607222	2038
ENST00000520777	3321
ENST00000355826	3290
ENST00000518681	3116
ENST00000505820	3305
ENST00000479659	4247
ENST00000489635	3034
ENST00000511502	3326
ENST00000477990	2821
ENST00000514363	592
ENST00000487053	3252
ENST00000502470	780
ENST00000378712	2890
ENST00000507082	1578
ENST00000463492	486
ENST00000510793	889
ENST00000504599	3311
ENST00000507229	2582
ENST00000503789	576
ENST00000378708	3012
ENST00000506488	2997
ENST00000512004	598
ENST00000508455	555
ENST00000514234	2562
ENST00000467597	776
ENST00000508148	577
ENST00000486072	568
ENST00000505370	809
ENST00000473511	1332
ENST00000464570	968
ENST00000483015	1058
ENST00000511910	584
ENST00000470373	546
ENST00000356026	1326
ENST00000472264	556
ENST00000512731	1531
ENST00000378675	1309
ENST00000479814	903
ENST00000435358	750
ENST00000503792	799
ENST00000489782	626
ENST00000486400	485
ENST00000490017	530
ENST00000341832	2998
ENST00000407249	2677
ENST00000626918	2457
ENST00000629289	2490
ENST00000629312	2496
ENST00000340677	2534
ENST00000615951	2227
ENST00000611150	2350
ENST00000341028	881
ENST00000607013	400
ENST00000614300	2156
ENST00000617444	6283
ENST00000611123	5948
ENST00000480991	2860
ENST00000481276	2199
ENST00000596308	1422
ENST00000597891	502
ENST00000234610	1017
ENST00000356200	2653
ENST00000598846	5079
ENST00000463652	1028
ENST00000404249	2449
ENST00000356937	2275
ENST00000357760	2446
ENST00000358779	2419
ENST00000378633	2458
ENST00000378638	2429
ENST00000460465	2333
ENST00000509982	2306
ENST00000468397	836
ENST00000478901	931
ENST00000491311	626
ENST00000495016	286
ENST00000468800	897
ENST00000464748	381
ENST00000489300	577
ENST00000492390	976
ENST00000474916	752
ENST00000479362	700
ENST00000498810	574
ENST00000487462	437
ENST00000401096	450
ENST00000577672	409
ENST00000417099	1808
ENST00000355439	2078
ENST00000475229	1259
ENST00000246421	1430
ENST00000424604	450
ENST00000418950	497
ENST00000341426	3235
ENST00000341991	3098
ENST00000378625	3653
ENST00000342348	1722
ENST00000498806	269
ENST00000469045	890
ENST00000480499	549
ENST00000497747	467
ENST00000477235	1004
ENST00000489538	475
ENST00000497615	534
ENST00000497186	683
ENST00000492845	937
ENST00000492768	859
ENST00000460602	974
ENST00000464373	722
ENST00000480542	341
ENST00000610897	3145
ENST00000615252	3048
ENST00000378609	3132
ENST00000461893	2438
ENST00000471354	1512
ENST00000439272	602
ENST00000434686	684
ENST00000437146	423
ENST00000472614	708
ENST00000607589	567
ENST00000412228	906
ENST00000307786	1101
ENST00000378604	769
ENST00000482402	1882
ENST00000462293	570
ENST00000378602	1118
ENST00000310991	929
ENST00000378598	483
ENST00000470931	690
ENST00000602604	878
ENST00000416272	313
ENST00000493964	5247
ENST00000464311	2756
ENST00000412120	1972
ENST00000493316	550
ENST00000270720	4710
ENST00000468610	2585
ENST00000461752	540
ENST00000378592	2145
ENST00000378590	441
ENST00000443930	1954
ENST00000378585	1961
ENST00000638411	1282
ENST00000638604	2377
ENST00000639045	1247
ENST00000640067	1632
ENST00000638771	1707
ENST00000639935	561
ENST00000640949	1684
ENST00000640030	1578
ENST00000640423	1172
ENST00000639625	663
ENST00000639777	2393
ENST00000640981	960
ENST00000638763	504
ENST00000639070	2171
ENST00000640892	2036
ENST00000640317	1578
ENST00000638804	523
ENST00000640688	1295
ENST00000445600	320
ENST00000449154	437
ENST00000378567	2326
ENST00000468310	690
ENST00000484419	519
ENST00000503297	468
ENST00000479566	501
ENST00000466651	425
ENST00000400921	2294
ENST00000495347	698
ENST00000461106	1916
ENST00000461465	480
ENST00000470596	788
ENST00000496325	563
ENST00000481140	713
ENST00000482686	614
ENST00000486681	966
ENST00000470986	706
ENST00000470511	567
ENST00000471018	716
ENST00000466352	564
ENST00000497183	763
ENST00000419838	347
ENST00000606533	4196
ENST00000479263	1747
ENST00000503672	1213
ENST00000478770	1542
ENST00000505322	1859
ENST00000472017	602
ENST00000333854	1253
ENST00000444529	622
ENST00000400919	1413
ENST00000469733	2280
ENST00000428120	2313
ENST00000414253	2216
ENST00000400918	811
ENST00000497675	4478
ENST00000487186	3576
ENST00000378543	569
ENST00000378546	729
ENST00000401813	2543
ENST00000476803	701
ENST00000440825	855
ENST00000420515	1544
ENST00000514625	703
ENST00000420964	314
ENST00000442483	326
ENST00000378536	5613
ENST00000508416	252
ENST00000478223	294
ENST00000507179	539
ENST00000378531	1798
ENST00000607720	493
ENST00000606372	1960
ENST00000602865	2407
ENST00000417061	214
ENST00000378529	1500
ENST00000607342	566
ENST00000607858	568
ENST00000469374	1907
ENST00000419785	582
ENST00000449373	4764
ENST00000378525	1648
ENST00000607031	3138
ENST00000475812	552
ENST00000494279	406
ENST00000378513	3000
ENST00000378518	522
ENST00000605895	3044
ENST00000306256	695
ENST00000493207	686
ENST00000378512	1404
ENST00000443438	540
ENST00000488353	2469
ENST00000462129	585
ENST00000288774	2871
ENST00000447513	1997
ENST00000507596	1941
ENST00000510434	907
ENST00000508384	611
ENST00000515760	603
ENST00000502666	653
ENST00000514502	548
ENST00000609981	568
ENST00000449969	5450
ENST00000378486	4837
ENST00000419816	4837
ENST00000343889	6453
ENST00000278878	3781
ENST00000424657	455
ENST00000442305	514
ENST00000473964	6986
ENST00000462379	2341
ENST00000378466	2677
ENST00000435556	2524
ENST00000505228	1913
ENST00000502512	706
ENST00000471361	722
ENST00000487804	718
ENST00000515423	430
ENST00000468002	670
ENST00000486396	879
ENST00000502770	1041
ENST00000491212	725
ENST00000514922	568
ENST00000378453	1306
ENST00000606645	996
ENST00000416860	3522
ENST00000443892	500
ENST00000449660	1629
ENST00000448624	808
ENST00000432521	3608
ENST00000452793	569
ENST00000426449	660
ENST00000434817	834
ENST00000435221	1225
ENST00000451778	827
ENST00000409119	896
ENST00000355716	1707
ENST00000475523	1645
ENST00000442392	840
ENST00000482074	957
ENST00000496064	1480
ENST00000463471	4255
ENST00000466750	2603
ENST00000471768	539
ENST00000463835	872
ENST00000482602	434
ENST00000480305	494
ENST00000456687	1297
ENST00000424215	626
ENST00000493183	840
ENST00000474659	785
ENST00000378425	2665
ENST00000444521	2827
ENST00000419916	2749
ENST00000378424	2765
ENST00000537325	1096
ENST00000378427	2689
ENST00000464043	946
ENST00000465233	589
ENST00000498083	464
ENST00000481683	689
ENST00000484099	2577
ENST00000477045	619
ENST00000476686	2506
ENST00000471840	552
ENST00000378412	2849
ENST00000502556	1943
ENST00000504800	2443
ENST00000464195	559
ENST00000491941	482
ENST00000469962	460
ENST00000509374	546
ENST00000511099	554
ENST00000427302	373
ENST00000401095	8814
ENST00000637179	1775
ENST00000638002	1565
ENST00000457440	607
ENST00000429389	429
ENST00000641229	1509
ENST00000642073	1142
ENST00000378404	1421
ENST00000321399	2226
ENST00000606861	2917
ENST00000413472	561
ENST00000445317	4247
ENST00000453118	1697
ENST00000415573	280
ENST00000420957	435
ENST00000321336	664
ENST00000511072	4282
ENST00000607632	581
ENST00000378391	5447
ENST00000270722	8690
ENST00000514189	4236
ENST00000635819	61
ENST00000440516	469
ENST00000624175	2677
ENST00000512462	3723
ENST00000463591	384
ENST00000607061	3461
ENST00000509860	3737
ENST00000378389	1142
ENST00000606170	557
ENST00000378378	3061
ENST00000378373	2211
ENST00000378371	2219
ENST00000445297	836
ENST00000464620	1403
ENST00000418137	576
ENST00000485984	2340
ENST00000606489	382
ENST00000294599	4501
ENST00000356575	5455
ENST00000494257	1174
ENST00000485002	4705
ENST00000491842	743
ENST00000475790	883
ENST00000461795	418
ENST00000385042	96
ENST00000435049	622
ENST00000378344	2414
ENST00000344579	2189
ENST00000270708	1665
ENST00000378322	1998
ENST00000471223	6089
ENST00000424367	940
ENST00000497940	1101
ENST00000469643	563
ENST00000494884	433
ENST00000465916	779
ENST00000419924	603
ENST00000479331	446
ENST00000378295	5188
ENST00000604074	4806
ENST00000346387	4854
ENST00000357733	4899
ENST00000354437	2140
ENST00000443034	754
ENST00000603362	1668
ENST00000604479	1623
ENST00000378288	5120
ENST00000378280	2062
ENST00000378285	2117
ENST00000603364	1551
ENST00000604194	1092
ENST00000378290	1831
ENST00000416554	351
ENST00000604566	1358
ENST00000624167	988
ENST00000418088	3329
ENST00000452079	6358
ENST00000419973	657
ENST00000611447	161
ENST00000423764	2875
ENST00000636630	2529
ENST00000587071	737
ENST00000637775	1455
ENST00000608600	597
ENST00000624948	714
ENST00000636250	2685
ENST00000294600	2176
ENST00000462521	2252
ENST00000444870	546
ENST00000452264	447
ENST00000561886	491
ENST00000378251	4310
ENST00000462356	575
ENST00000479239	434
ENST00000581512	297
ENST00000607459	531
ENST00000378230	6424
ENST00000484420	458
ENST00000438539	683
ENST00000461667	926
ENST00000495701	485
ENST00000460038	696
ENST00000494653	2174
ENST00000443466	430
ENST00000428079	918
ENST00000494951	390
ENST00000378223	1121
ENST00000338895	3105
ENST00000625756	649
ENST00000378209	3028
ENST00000491998	3152
ENST00000468793	2986
ENST00000339350	3005
ENST00000477548	2923
ENST00000378206	2842
ENST00000475969	2731
ENST00000341385	572
ENST00000481945	636
ENST00000461150	686
ENST00000361605	1666
ENST00000474140	3499
ENST00000486765	2517
ENST00000413332	634
ENST00000442673	3059
ENST00000439488	1940
ENST00000635619	559
ENST00000456897	561
ENST00000412674	3242
ENST00000635247	1646
ENST00000635127	1402
ENST00000425194	937
ENST00000642026	753
ENST00000641078	1258
ENST00000641562	540
ENST00000642139	4817
ENST00000449232	372
ENST00000635002	1392
ENST00000423197	2077
ENST00000635312	1427
ENST00000633821	579
ENST00000635642	1347
ENST00000641472	3402
ENST00000438791	356
ENST00000634256	1107
ENST00000635556	914
ENST00000420522	682
ENST00000378190	2383
ENST00000378191	11666
ENST00000466761	298
ENST00000641254	464
ENST00000641403	1580
ENST00000443270	449
ENST00000641871	1225
ENST00000641426	679
ENST00000641583	609
ENST00000641860	2210
ENST00000564261	1697
ENST00000637697	135
ENST00000637702	847
ENST00000579887	73
ENST00000413887	363
ENST00000582517	70
ENST00000478423	4467
ENST00000460696	3967
ENST00000378161	4370
ENST00000489180	5548
ENST00000378156	4994
ENST00000378169	4213
ENST00000468253	781
ENST00000506941	570
ENST00000470763	3156
ENST00000622020	3004
ENST00000466897	1192
ENST00000378111	822
ENST00000378097	4201
ENST00000493807	560
ENST00000378092	1202
ENST00000478098	413
ENST00000445501	486
ENST00000341524	4207
ENST00000352527	4165
ENST00000389632	959
ENST00000428161	961
ENST00000602612	2396
ENST00000435937	500
ENST00000164247	4273
ENST00000459822	856
ENST00000472700	536
ENST00000378083	4142
ENST00000458166	1336
ENST00000462676	683
ENST00000481789	916
ENST00000262450	9646
ENST00000462991	4396
ENST00000475121	558
ENST00000377999	3044
ENST00000496404	4966
ENST00000491020	646
ENST00000484532	449
ENST00000234875	2078
ENST00000480661	2279
ENST00000497965	786
ENST00000471204	524
ENST00000465387	508
ENST00000462296	600
ENST00000465335	806
ENST00000455744	378
ENST00000466994	1854
ENST00000484435	551
ENST00000377939	3924
ENST00000485539	1413
ENST00000496676	3020
ENST00000463453	266
ENST00000496329	231
ENST00000492476	612
ENST00000483336	473
ENST00000343813	4771
ENST00000495791	328
ENST00000489498	2612
ENST00000474756	1227
ENST00000441724	1138
ENST00000429480	1302
ENST00000377898	697
ENST00000377893	4082
ENST00000608083	1403
ENST00000545482	1804
ENST00000361521	2429
ENST00000377842	1813
ENST00000377845	1432
ENST00000377855	1614
ENST00000377860	1472
ENST00000418124	1564
ENST00000473466	868
ENST00000481175	748
ENST00000607670	837
ENST00000377837	1222
ENST00000377836	507
ENST00000471190	349
ENST00000377834	4262
ENST00000487437	968
ENST00000489730	730
ENST00000377828	3531
ENST00000636330	4731
ENST00000585139	63
ENST00000633651	566
ENST00000632142	564
ENST00000418286	641
ENST00000419034	351
ENST00000632803	455
ENST00000632593	506
ENST00000416731	1338
ENST00000461727	1869
ENST00000475228	813
ENST00000478323	270
ENST00000633239	1494
ENST00000475479	360
ENST00000636644	544
ENST00000434576	750
ENST00000477679	885
ENST00000468561	664
ENST00000377782	1632
ENST00000356876	1625
ENST00000473343	1591
ENST00000480393	1706
ENST00000485036	1726
ENST00000513135	3483
ENST00000351959	1441
ENST00000348333	1119
ENST00000351748	705
ENST00000414040	1198
ENST00000502588	952
ENST00000502730	838
ENST00000510563	1087
ENST00000453260	984
ENST00000475730	477
ENST00000469691	801
ENST00000481401	764
ENST00000461703	567
ENST00000453341	798
ENST00000515145	572
ENST00000340850	4715
ENST00000400913	4698
ENST00000535355	4725
ENST00000537245	4794
ENST00000377748	5221
ENST00000489097	4968
ENST00000377725	3475
ENST00000377728	3613
ENST00000400915	3697
ENST00000377732	3753
ENST00000377740	3550
ENST00000487949	2664
ENST00000639593	210
ENST00000377705	6649
ENST00000464383	835
ENST00000462798	638
ENST00000517213	111
ENST00000456162	401
ENST00000460777	536
ENST00000464665	731
ENST00000333172	2892
ENST00000351136	1871
ENST00000411823	1811
ENST00000415267	740
ENST00000319084	1050
ENST00000435905	1001
ENST00000377674	2293
ENST00000488936	784
ENST00000482360	2484
ENST00000498342	2461
ENST00000466813	790
ENST00000466941	523
ENST00000377658	4487
ENST00000377663	6445
ENST00000467612	1056
ENST00000610898	1945
ENST00000496707	824
ENST00000463043	667
ENST00000377648	3681
ENST00000495385	798
ENST00000054650	1366
ENST00000484676	879
ENST00000307896	1046
ENST00000377627	2053
ENST00000484669	744
ENST00000487819	840
ENST00000472925	983
ENST00000480647	336
ENST00000451196	1357
ENST00000377577	3311
ENST00000465508	3014
ENST00000294401	2210
ENST00000472414	725
ENST00000426784	975
ENST00000473993	755
ENST00000469318	355
ENST00000485073	613
ENST00000460594	581
ENST00000465911	745
ENST00000414210	507
ENST00000432429	1686
ENST00000635029	545
ENST00000635092	633
ENST00000421469	547
ENST00000641757	987
ENST00000442889	415
ENST00000303635	8444
ENST00000490738	538
ENST00000476163	863
ENST00000473578	567
ENST00000557126	486
ENST00000467404	546
ENST00000461311	431
ENST00000486138	392
ENST00000482934	743
ENST00000433407	286
ENST00000470648	766
ENST00000461580	826
ENST00000472283	384
ENST00000467267	664
ENST00000456701	349
ENST00000384328	165
ENST00000427317	365
ENST00000618051	433
ENST00000411708	391
ENST00000440032	361
ENST00000602640	1721
ENST00000602973	570
ENST00000602916	267
ENST00000495233	3247
ENST00000490905	2053
ENST00000476864	714
ENST00000054666	2205
ENST00000470357	954
ENST00000602406	393
ENST00000487194	274
ENST00000377541	1524
ENST00000613533	6318
ENST00000614998	6261
ENST00000377532	6279
ENST00000361923	6203
ENST00000473653	523
ENST00000602883	1249
ENST00000463106	715
ENST00000451646	830
ENST00000494684	555
ENST00000377516	1601
ENST00000361696	559
ENST00000054668	420
ENST00000615230	5970
ENST00000377507	1923
ENST00000474475	445
ENST00000492571	584
ENST00000603760	355
ENST00000493373	624
ENST00000338639	949
ENST00000460192	567
ENST00000493678	1088
ENST00000377493	795
ENST00000465354	949
ENST00000377491	977
ENST00000377488	783
ENST00000497113	670
ENST00000469225	711
ENST00000363474	103
ENST00000641354	2101
ENST00000641100	1043
ENST00000642135	2236
ENST00000474874	479
ENST00000377482	3104
ENST00000467067	2097
ENST00000469499	995
ENST00000487559	787
ENST00000445300	2044
ENST00000399343	800
ENST00000453364	1075
ENST00000635451	896
ENST00000364105	164
ENST00000452982	497
ENST00000424689	477
ENST00000516168	107
ENST00000471889	2784
ENST00000289877	2401
ENST00000516445	113
ENST00000497660	1747
ENST00000481265	694
ENST00000337907	8026
ENST00000377464	6733
ENST00000467350	410
ENST00000400907	2973
ENST00000476556	4598
ENST00000400908	5790
ENST00000505225	533
ENST00000464367	639
ENST00000488215	962
ENST00000460659	454
ENST00000492766	367
ENST00000465125	396
ENST00000464972	743
ENST00000449895	516
ENST00000444276	439
ENST00000480342	2710
ENST00000507012	418
ENST00000408156	125
ENST00000605785	369
ENST00000469251	355
ENST00000514428	273
ENST00000468247	414
ENST00000437586	658
ENST00000428803	703
ENST00000410579	103
ENST00000445254	415
ENST00000433876	353
ENST00000436229	369
ENST00000234590	1783
ENST00000464920	2266
ENST00000497492	647
ENST00000618792	89
ENST00000486051	536
ENST00000492343	826
ENST00000489867	732
ENST00000414948	744
ENST00000442636	456
ENST00000364855	107
ENST00000425872	743
ENST00000424862	352
ENST00000431968	163
ENST00000549778	582
ENST00000476083	787
ENST00000480186	1493
ENST00000377443	1319
ENST00000377436	942
ENST00000377442	747
ENST00000583026	299
ENST00000400906	1539
ENST00000377424	4165
ENST00000487492	522
ENST00000377414	2344
ENST00000474145	846
ENST00000479813	758
ENST00000484798	684
ENST00000486632	889
ENST00000487835	755
ENST00000464985	676
ENST00000473209	455
ENST00000516595	184
ENST00000377411	5265
ENST00000465853	198
ENST00000466131	458
ENST00000635687	4211
ENST00000385130	110
ENST00000635405	529
ENST00000635271	888
ENST00000437157	409
ENST00000412639	985
ENST00000634966	652
ENST00000632503	1764
ENST00000377403	9146
ENST00000602477	5590
ENST00000495451	2701
ENST00000328089	3120
ENST00000450402	822
ENST00000357898	1439
ENST00000377399	1007
ENST00000641006	1765
ENST00000641325	2442
ENST00000641940	839
ENST00000641507	482
ENST00000441033	708
ENST00000302692	3854
ENST00000435277	559
ENST00000340381	3776
ENST00000340305	3851
ENST00000416541	3447
ENST00000510900	554
ENST00000508400	893
ENST00000536656	5483
ENST00000628140	5483
ENST00000377346	5203
ENST00000377320	1823
ENST00000426570	421
ENST00000415330	939
ENST00000484851	515
ENST00000543390	3503
ENST00000361110	3508
ENST00000481137	386
ENST00000479223	539
ENST00000377298	5221
ENST00000361311	4647
ENST00000435891	3829
ENST00000477264	2169
ENST00000464286	563
ENST00000603781	246
ENST00000639753	1983
ENST00000623863	649
ENST00000377263	3000
ENST00000454104	424
ENST00000400904	1206
ENST00000377258	852
ENST00000377256	451
ENST00000488540	652
